worker;assignment;img;sentiment;in_out_door;age;gs;eco;edu;opt1;neg1;opt2;comments;reasons
group12;group12_form25;18yiyQwOxxaREq7vTPfbDeBF66Nbnf1WO;1;1;1;1;2;2;2;5;1;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group12;group12_form25;1IgBM0wxba2NleUUHQ56Zm8OQwuloTBso;1;2;1;1;2;2;2;5;1;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group22;group22_form3;19BhHT6bG4nV67cXgvWTQPRYtsOHlcqXu;0;2;1;2;2;2;1;5;1;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group22;group22_form3;1891m5q5XmpQblHABby4sOVskkwf2oblD;1;2;1;2;2;2;1;5;1;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
group22;group22_form3;1AY8U5Z51FITc_eUIwrcbU60Eogp0gWH6;1;2;1;2;2;2;1;5;1;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group22;group22_form3;13wnooLdagjhIX4R8NG99AMbTMCKBJUuF;1;2;1;2;2;2;1;5;1;;0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
group22;group22_form3;1y4d4nZri0GJHPQ8T_a_CpPUSkjkNMPnO;1;2;1;2;2;2;1;5;1;;0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
group22;group22_form3;11iIWFowFxmS-H-P4uHXtGjRjCioD39xa;1;2;1;2;2;2;1;5;1;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group22;group22_form3;1GaixdUWe6_AVUdc5rZQMqvG5G-GvJF9y;1;2;1;2;2;2;1;5;1;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group22;group22_form3;1_bsVuTojpEzYbNND0KQsxZ4rHA61ny4q;1;2;1;2;2;2;1;5;1;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group22;group22_form3;1xfY4EPMHD_NdSKNsBk4T2FIKweIXfXpb;1;2;1;2;2;2;1;5;1;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group22;group22_form3;1Ys41jcfox9x4bV5novNFBL9rIOmmdgYa;1;1;1;2;2;2;1;5;1;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form6;1mg4-7Bf2A48hysu_Lkiv5Rd8Wp8ukOB6;1;1;1;2;2;2;3;5;2;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form6;1T-2CvPK9MUj80SK2QVweZHnaEojEqF3b;0;2;1;2;2;2;3;5;2;;0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group13;group13_form6;1dpn9MxayPnV3C-HWGEug80dsIIMPOYLd;1;2;1;2;2;2;3;5;2;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form6;1cDXdDh0vrQo_zarMQRyuhDjAY1a0tE8W;1;2;1;2;2;2;3;5;2;Present but inexpressive nature;0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form6;1zVDz4O7KoKXgK7s-DSTexzzy05T0CPmW;1;2;1;2;2;2;3;5;2;Contains no elements of interest;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form6;19KBFXVikO9hhlloWoBdeXphmkZwUbpwj;0;2;1;2;2;2;3;5;2;;0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
group13;group13_form6;1nga2VX5KSqOFdCeYNdLsev-_ARM2e3wJ;1;1;1;2;2;2;3;5;2;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form6;1-KhLFH5wzEMxggI6cI2QGvSCUoLgbZ0Q;1;2;1;2;2;2;3;5;2;;0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form6;1rkalNAiyrtCzbSIhdlOlebNJu0BlQFQJ;1;2;1;2;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form6;1fzcov9bEk2uMyxtIi29PiJZhVd9NJgSK;1;2;1;2;2;2;3;5;2;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form22;1df-L6ku94IvjLuB1xO-wACY8aeKzkZVY;1;2;1;2;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
group13;group13_form22;12njpJdAYBtdA-gisyQ_7WoJgYHmMYmPN;1;2;1;2;2;2;3;5;2;Dynamism;0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group13;group13_form22;1cNRATd1gtPXmqeY2_JnJV__h0r8J6lyX;1;2;1;2;2;2;3;5;2;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form22;1acey5joN49lEijBO-6VCVYDqbvJt67AI;0;2;1;2;2;2;3;5;2;Erosion;0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form22;18K38ZXVEUejTARyVKYhQXSFCVz57C9GE;1;2;1;2;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form22;1PQvZgqM46fJoU4iQ4_4HNy9rORC7ZO6g;1;2;1;2;2;2;3;5;2;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form22;18sKKpT1GBCfcrkLOjYaJeQEf--Tlt2Jj;1;1;1;2;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
group13;group13_form22;1b98pkMDlq1SmWEC39m5RzswOflgcMfeM;0;2;1;2;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
group13;group13_form22;14Y25kx4MFFwR59vjc1gtPIjmXbkRZ6nn;1;2;1;2;2;2;3;5;2;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group13;group13_form22;1lrgGvZAzZXg_BtAPQdlrPNc3y4mKhSrN;1;2;1;2;2;2;3;5;2;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group11;group11_form20;1Bk8X-00SAo6g4EgOV_pwb7wr7Ysf9aro;1;2;1;2;2;2;4;3;3;Isolation;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form20;148dyKbEcUXxt82rGG7ulcNe_MWYlBMXT;1;2;1;2;2;2;4;3;3;;0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form20;1693P_P6xWeC7Qa2u9Ae1WsQv27v_GiqE;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
group11;group11_form20;1U48JFfGCuCejh8ucIrYFlUu2KQCe9bOC;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form20;1kY6ClrDizMXrdRKmy2yX-meNYnEye0QH;1;1;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form20;1zVa7cXb9QpFym5i3SF0WTJuvmVa0euL-;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form20;1pj7-5ZWejkYqbmpfERU0oN8YxWp8WxJM;1;1;1;2;2;2;4;3;3;;0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form20;15VWh2ypjeHFWKLN03KrTpyYXgrR71D91;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form20;1_4EKNgfyGzJGxWsk60-W9qqsSe6UgMnt;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form20;1QkW9Pyn8463PNWB7ytZPwbGVTHcqGVWt;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form5;10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4;1;2;1;2;2;2;4;3;3;;0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form5;1IEtPiWhJrp8fEfeHlHUzrJ48bxd2oIxe;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form5;1kuKibJAOufT0NaLeaMFBamta8iwr__AI;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
group11;group11_form5;1KHySj1SZrT5EKljZSTOyDYl6o8lAGUck;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form5;15B-aRZqWqXAP5noTeuhwzwmMP-zu2Bf1;1;2;1;2;2;2;4;3;3;;0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form5;1eTIx5rcJh3UylIhO2y-1rgXGXPf_AMaX;1;2;1;2;2;2;4;3;3;;0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form5;1ytCoOcAJA8Q3nAGWPxFPnkGc7fIocUU0;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form5;1SwS5UX7Ffgz4ssPin6e7ibxcokpkMmiq;1;1;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form5;1V1Cqlk7Jait33ziV62UJ1pPfnTwToLBZ;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form5;1QQZKhZIvC8OgJsAr1kVN1p1h_z22qhFw;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form9;1E4B6_7hw3zkpB0Z4e-PM3g2RGs5bDxY-;1;1;1;2;2;2;4;3;3;;0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form9;1dqGx0oF1drtgLVVX8qkUie_njmqccjRR;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form9;1oa81iFCtLsyLlfg1RbCqiFdu2EvCCM7i;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form9;1tczkDvKWtL3ZUmS9839okh4Mk3UiHiJN;1;2;1;2;2;2;4;3;3;;0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form9;1f5v0daFNnkcymzq2mmAlTiRXiINC7Ua0;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form9;1Ddy0EazbW78duI3JittEGGlDxMJzpEGd;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form9;1T2lzCcQHI2kiT5QHROZsKQ6pba7ZboQt;1;2;1;2;2;2;4;3;3;;0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form9;1MqF4Tv6qaowIct_pBLHowYQ0XvugaXfM;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form9;1Ttg1dG1Mia5ifB_7K6_OJ-GjwN-v0JDO;1;1;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form9;1IG7J3SV1Om1PgKpv1C-M1RXbECI79gkV;1;2;1;2;2;2;4;3;3;Loneliness;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form10;1m7LehexC_8NY-iTjV1p8Mlw4BkPaJA4w;1;1;1;2;2;2;4;3;3;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form10;1OKMqDg64kSx7k4PmTk25TKRbRTyZOSch;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form10;1kv6untZMmgKTmV4z2NlPZHggW9gAi73c;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
group11;group11_form10;1LnNeFrp-DGE5u_gdvA9GzFNzD5w87kS5;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form10;1iqhBq0ZZ-8eKtNaLGj71g6RVy2dRZ3Zj;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form10;1eHt5wWBrJYuuNtVXo_kk3i7RIsHSXhuo;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form10;1_6pvR2sSss-ignHG68CuE-pixRevBfUP;1;2;1;2;2;2;4;3;3;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form10;1OaJmOmMc0umiLH4fDrvxVUYgQskr9ofR;1;2;1;2;2;2;4;3;3;;0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group11;group11_form10;1f0rFq1TzM52KpAjN5FHcTtbE2blwwPtK;1;2;1;2;2;2;4;3;3;;0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
group11;group11_form10;1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF;1;2;1;2;2;2;4;3;3;;0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form8;1IqlPBVBbhRrqHMIGdssTo2O74s6Flpl-;1;2;1;1;2;2;3;5;2;;0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group20;group20_form8;1ZoQ-EWBF__gctrmbku62o-4X8Bs1tiqH;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form8;1ovjmwhCl6-z0oAe_PbtoH-JkgDG4m2W7;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form8;1ibzYFsdj_IhYe2UhfltAWkbBUXO3UOxQ;0;1;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
group20;group20_form8;1B13WqDApxYGjCP7f0bz_6L2UWNFFAjr9;1;2;1;1;2;2;3;5;2;;0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form8;1AWJOk6MkTAwSawq75_9mBmE-Zr0tGd-x;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form8;1Q06gBiVPUbVvMD-5v5Cc02crG-HFcTCL;1;2;1;1;2;2;3;5;2;;0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form8;1_ir74qDGPb2G23bFhpJgL6Sbg_1jL103;1;1;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form8;1h7thWqOlHR_bLNGnyAFZ-Qza308caOva;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group20;group20_form8;163ihWL-5Hi1P_eV1VyYfS_MmxSuh46Qu;0;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form10;1Qz2Ka5ne-ykFEmfoSVLV8pGOZ1EidZeX;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form10;1gMx5jSXI374GTrLV7-l0fzbv0Ewd4ewz;1;2;1;1;2;2;3;5;2;Funny;0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form10;1TmemGA9_lkT3xmFiX_mRC7G7ziqlOVKz;1;2;1;1;2;2;3;5;2;;0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form10;1sPeTAsczIdh6W5UVHzbtlYCSRghjqNNe;1;2;1;1;2;2;3;5;2;;0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group20;group20_form10;1QbwJfKVtsJvo3Nlvybh9bYMzwvJwyfP-;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group20;group20_form10;1yIX5Ib0Ms10wetLwBLxVfdItlEeLZduy;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form10;1y8gsJPW23bR4fIszpetHxpD0cKfVSt_t;0;2;1;1;2;2;3;5;2;Danger;0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form10;1qVrRH0fI6pUvuvBrgRXixLqarYgPKakX;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form10;1f541KOUOC6pXJoxPAS3OT5q9dyHW1-Bo;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group20;group20_form10;16vl0AoFxd1h-yxISBxiEBwDJWeSSdKKd;0;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form27;1JF0PLsb6v3hNZN1rxhfNh-gt5A-3SaLo;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form27;1AuytTeKKn5MSJABKBTL_OX0QK3HzGrR2;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form27;1e4Nyqtf-kU4S-2iQ_R7fIaaWTGfq7dfT;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form27;1GnV3f3o1iB4wmcXUFX-_nHp5JVHkjDy7;0;2;1;1;2;2;3;5;2;Accident;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form27;1sFD9Xkvdsi-a5eoJKeppqd-SJGd9nyBy;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
group20;group20_form27;1c_X9TRmUVpcomIW0TlP9hhKLGVBTSG-1;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group20;group20_form27;1p2Eg1gAV4A6sV1gNr3uF8BeaGYvBu_7Y;0;2;1;1;2;2;3;5;2;Landslide;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form27;1Yp7rSZ5ugx4KbwI5-jfsRWu-_Hr3PlEo;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form27;1yku5tPs5v3r-vwD67xt3I28BSuIjm2Bi;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group20;group20_form27;1oSYtbxqP7nbgh1MMlBZQTTsJrPNGtqiv;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group20;group20_form24;1-oSEt4ismP4XnWoMb4hBX6yk1RZPcV6S;1;2;1;1;2;2;3;5;2;;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
